ticker,market,momentum,reversal,low_vol,size,value,profitability,cash_flow,earnings_yield,ind:Basic Materials,ind:Communication Services,ind:Consumer Cyclical,ind:Consumer Defensive,ind:Energy,ind:Financial Services,ind:Healthcare,ind:Industrials,ind:Real Estate,ind:Technology,ind:Unknown,ind:Utilities
KEEL,1.0,1.3136650006315072,2.1315638034866424,-3.0,2.1305610368643175,-0.4797412793266924,-2.075929052908344,-2.5384769069536532,-1.8928834065011066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KEY,1.0,-0.10693312126117176,0.6356072991165601,0.7373156018460747,0.4145558428967624,2.245376655635971,-0.32495752799189614,-0.8445061118775979,0.6418365771890665,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KEYS,1.0,0.4918951845174599,0.13385456605378562,-0.24933899967183826,-0.1905240615608516,-0.6938418485719092,0.1977691815604878,0.2265828862390104,-0.07616446461365116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KHC,1.0,-0.3056098336571727,0.30171108811758507,0.9046809355871372,0.22188263189226207,3.0,-1.0698728363077692,-0.35556152690657444,-2.4072970009378145,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KKR,1.0,-0.5015618133068617,-0.5303087966274429,0.21054648806437526,-0.5929808064264662,0.09830179387032098,-0.35689857035070893,-0.9470609273709263,0.02109021679698287,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KLAC,1.0,0.6164222222527688,0.5975241778254118,-1.3566933815212285,0.41884392021610795,-0.052583305157177115,1.8335069483001507,1.3199685346850323,2.119052586046062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KO,1.0,-0.03423990310773175,0.12482385823846633,0.9692913130494454,-1.5327568911136327,-0.7991273018165042,0.6414703640522229,-0.25670671348640767,0.13669019883390165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KR,1.0,-0.3930131438469553,0.20693863345036675,0.7528178216277839,0.12003768312902784,-0.42196576480981723,-0.23645380510272895,0.4766785306611292,0.07449551553584649,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRC,1.0,-0.2896330516114675,0.8330271121392611,0.4117367046665489,1.5929942778439667,3.0,0.0,-0.43957486093295944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
KVUE,1.0,-0.3128852528923208,0.30913566866468223,0.10095609799655787,0.10038638307235077,0.002522348125152411,0.05281064969841134,-0.14718086713802467,0.20612509181863287,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAD,1.0,-0.15950379465518594,0.6521205228946986,-0.027416501941050383,1.1428063852325732,1.9858324219506156,-0.1447576958339249,-0.824271330615519,0.8911487183457387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LFUS,1.0,0.29761094171670877,0.8424163925448683,0.13138847909637993,0.9656196716839387,-0.19434219338691028,-0.5590412200509829,0.151633310708121,-0.3266433717279606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LHX,1.0,-0.2712636759584904,0.5955860958997921,0.5785565676309525,-0.11665694121896826,0.4372808666359687,-0.09340416151838979,-0.24432308743637823,0.11462121815223604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LII,1.0,-0.48342258852052106,0.9706597056298537,-0.1075304859150813,0.7956729388775188,-0.7872619321046721,1.1566562344241664,0.7838456535684016,0.4306112270074733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LIN,1.0,-0.2716782284849126,0.02322047687462548,0.7817743941109847,-1.168438157317288,-0.46318173046850014,0.24485989381593282,0.19806777068329645,0.09408299861389259,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LITE,1.0,3.0,-2.341013038130703,-2.031523821378475,-0.4662845442065865,-0.9238699156175562,-3.0,0.05666781962624359,-1.1990395587490856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LKQ,1.0,-0.5184075711022716,-0.9646612701612548,0.41995660505828025,1.3095311383306394,2.864665954670813,-0.06801932995300854,-0.2601869373934267,0.8264520960715597,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LLY,1.0,0.18560783561480615,0.16167613281104853,0.24060441792476536,-2.2606125622875437,-1.024578268853312,0.8019499498749227,0.20810647383990385,-0.03636632346128622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LMT,1.0,-0.027804587903116462,0.5762875697712138,0.01393962657577537,-0.7830955191803465,-0.8800141772512023,0.2636513979439404,0.39425215528804375,0.18587130971961846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LOW,1.0,-0.4277130761755029,0.37507849021103107,0.8243931976426695,-0.6996232829504702,0.0,0.5858167554901937,0.7841644842954002,0.40165801352565994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRCX,1.0,1.2968417501150615,-0.027146161600126662,-1.1211765965845237,-1.52500011735648,-1.016898091305279,2.163457112755334,1.4991913494208742,-0.03295823166884678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LSCC,1.0,0.42658291920969527,0.8966974882405299,-0.20583579703007235,0.651869934395716,-0.9575505453973334,-0.3781896400143502,0.8124153706261448,-0.24723687661088295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LULU,1.0,-0.6179978750545907,0.1306617856983269,0.2728083101451103,0.8101611540367997,0.3148809008851288,1.13492967809265,0.8958572609047664,1.1113323479072388,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUV,1.0,0.03651715144753594,1.5508245461240644,-0.2967980035348505,0.5545032464285871,0.3373240909875306,-0.28270638476245463,-0.3547479983702979,0.013537375010719053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LW,1.0,-0.3358000633216431,-0.17754216232631642,-0.03250977512190899,1.1943495896109264,-0.18551915320671722,-0.07766860425580202,0.3028450697480297,0.1853054276964164,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYV,1.0,-0.24545673540666732,-0.06540361385811781,0.616488403027078,-0.007901925107141366,-1.1398632723535762,-0.25809656061208847,-0.4696432198954171,-0.11787819105358108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANE,1.0,0.0,0.813286636614444,-2.037247222549695,1.611207962073703,-0.3654936895470535,-1.1094256390575283,-1.8144817151876447,-0.4406392199232033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAR,1.0,0.043087863902039655,0.9848324235567929,0.6886163829515675,-0.5236082790873906,0.0,0.36573987908351085,0.17060420372462637,0.07858838700347014,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAS,1.0,-0.2927396223375067,0.11006280200424158,0.2359695162926588,0.7338201329402365,0.0,0.8828187312918548,0.9695736797203574,0.3758722463166483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MCD,1.0,-0.3770398122817782,0.4783912328807906,1.0039122817461514,-1.0360535332542313,0.0,0.7840212964620972,0.7798881012567573,0.2665811370956548,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCHP,1.0,-0.14788484805924634,0.28699872685446015,-0.6827072858136083,0.03435797035679201,-0.5083172028118522,-0.2716990563244923,-0.2991989477949327,-0.18455493623931904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MCK,1.0,-0.07780406456075607,-0.07405942214303977,0.32688800790067285,-0.6255425325356998,0.0,0.04389010451616596,-0.270533379186819,0.26903464692850926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MCO,1.0,-0.3278568656303937,-0.2858468711859616,0.9277803468153766,-0.5101165177451109,-1.0107604021114347,0.9890780066164888,0.993109497061009,0.06677106702743163,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MDB,1.0,-0.22641845355652415,-2.9104889233774314,-0.9096640775936734,0.09654627850684339,-0.8294535327083379,-0.5647059073681031,0.392031898990455,-0.27127659947520627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MDLZ,1.0,-0.24260916545308428,0.27318384566375026,0.8562557659268166,-0.4458764801961443,0.12969991926383267,-0.1178617301434776,-0.33187344003608976,0.09630254992017383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDT,1.0,-0.32347941559546006,-0.3268916414710063,0.45541844397508796,-0.706767128636204,0.537114389265323,0.0247343400746419,-0.18058256954182944,0.21555481803992127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MEDP,1.0,-0.1089873654140666,-0.030293778812632337,0.11457702002002995,0.6435543703563962,-1.0441181915881346,1.4192724256243359,2.4642128716729497,0.05639167015846975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MELI,1.0,-0.47847905453305106,-0.0465093578053597,0.5821719932082448,-0.590655609922946,-0.8321288367720088,-0.0810736475100946,1.3706059232200631,-0.02075295624731221,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGM,1.0,-0.18277271732486766,0.8981814087146455,0.4455334439259842,0.9667993591566822,-0.19283025986274305,-0.3614993898966384,-0.33180698292216937,-0.02705959697130479,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHK,1.0,-0.3415699180204206,-0.1456919610066988,0.3569411467943136,1.092060232847464,2.737774459825896,-0.181919819012985,-0.20413450169036712,0.229080849677657,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKL,1.0,-0.31463659352423073,0.6247468364076229,0.9339583231569869,0.43665184103152566,2.214936510391468,-0.15857335153423815,-0.5759227829451167,0.8105120215227214,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MKSI,1.0,1.2526938492679451,1.500733533146072,-1.280310215301045,0.6129667389767942,-0.46598964481033567,-0.13006897592784064,-0.24627061927771188,-0.05803980404624322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MLM,1.0,-0.39950154759281503,0.35030395422595134,0.8700392079335537,0.20574677044819484,0.3170337856790156,0.03936831601387588,-0.131324004537336,0.16070474342372054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNST,1.0,0.15995369248267974,0.669742562311858,0.5553639817548158,-0.04908624132060269,-0.32477812051516175,0.0,0.8613546247407776,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,1.0,-0.21313521612296635,0.21774355831019093,0.6428021628189161,-0.6965729874579362,0.0,1.3266618885388946,1.7895645653701462,0.43331835896220716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPC,1.0,0.3561659200855395,-1.438708205961329,0.11081241051767364,-0.6363347275135894,-0.42839388866697403,-0.047589449418710954,-0.09453924445970642,0.18440235672440664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPWR,1.0,0.3014062525058126,1.2553573104402937,-0.6232557044873975,-0.27517258157591346,-0.900437510492009,0.6984647908884736,0.8073423017864384,-0.13726537592637153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MRK,1.0,0.20487830499146537,-0.998646254442235,0.5217930355774271,-1.5012138440990872,-0.6929460282589138,0.7650793905476894,0.29434000572706326,0.3132861533453955,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MRSH,1.0,-0.33110331816191046,0.23255353180831181,0.76528495904714,-0.5348486750157868,0.0,0.1752180290221545,-0.08308095139181715,0.26672413140907764,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MRVL,1.0,1.3356011132700032,-0.9401788068429479,-1.9994336568592077,-1.0327441587340014,-0.7529481438498864,0.4014212006215358,-0.3312810512849951,-0.08770576358192182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MS,1.0,0.06699914811419584,0.11151332592190298,0.8142311471431614,-1.442619262619677,0.2246797183662113,-0.32075041629612955,-1.063871284758366,0.31613526648119794,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MSCI,1.0,-0.2675010734201926,0.23080617126267017,0.799949695010909,0.007035939725185153,0.0,1.3802654826075793,1.8405451202215286,0.07629363339735025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MSFT,1.0,-0.34543297126398126,-0.6208145233211275,0.08865298103397141,-3.0,-0.6834078642505863,1.0622505510542894,1.4229043724041641,0.149611499780924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MSI,1.0,-0.3375187632093883,-0.8046694493665197,0.3688161682393583,-0.4514113144585665,-1.0160568556450982,0.5265049904091285,0.4970828363652174,0.052004759365935654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MTDR,1.0,-0.27085597416953033,-1.3364490829476148,-0.0001309889030001175,1.2244157627992545,2.1161911285740587,0.06343192035473857,0.8156083161862981,0.9389663642135633,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTSI,1.0,0.4997691148349012,-0.21390544988908772,-0.8500045938658067,0.5082271010116391,-0.8453282908406996,-0.6144703821196306,0.12392048125255065,-0.2795833730899773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MTZ,1.0,0.08167797298609028,1.0505027614057798,-0.5627200361441834,0.5397020873612098,-0.43391646980536586,-0.10071297224144721,-0.4653417074876309,-0.016494370962823565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MU,1.0,3.0,-1.273776954707923,-2.632013443634432,-2.256705677919335,-0.7799060316877685,0.1250522421965554,0.3315913323167592,-0.16074010862035157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NDAQ,1.0,-0.27728601649963913,-0.1923627335760285,0.4029866143251078,-0.19018196321938355,-0.2880215570143507,0.13940339045797198,-0.14421978014622217,0.11513294596495148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NEE,1.0,-0.09424328569577524,0.6556535537035011,0.7451240268122754,-0.9787317574653768,0.12346615002094631,-0.1477472568908745,-0.40180128110678875,0.19792628863660303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NEM,1.0,-0.060777362611389524,-2.9271366788131994,-0.26124632031967604,-0.8005641323967357,-0.09895081958859679,0.6177646595276459,0.8114524890437301,0.34999196847575464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFLX,1.0,-0.6134268148887504,-0.9562657328229354,0.34169588813673574,-1.4476841603361188,-0.7944515035733535,1.1579699849057967,0.7557425603235105,0.11625933137169653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOC,1.0,-0.33662137018402694,0.2433704436336272,0.4050331590877516,-0.41919885891670633,-0.22570158299329332,0.28067164455457694,-0.03332515849549196,0.3635314815989524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NOW,1.0,-0.6031117246951867,-2.79211142011585,-1.020395252785925,-0.8987776818499249,-0.824291239415878,0.05461581538243205,0.7387670900760908,-0.12099626160718747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NSC,1.0,-0.1082745871078005,0.0010217025906245068,0.8401484610145955,-0.4221081172301869,-0.31327676742929317,0.12506188707739188,-0.004310040782246007,0.16993252512806256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NTAP,1.0,0.21362184894663697,-0.1108824967359634,-0.7708085328714958,0.09966337437888648,-1.0004611810654187,0.5832344844934176,0.9408200120791539,0.1456027934315803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NTNX,1.0,-0.382021816833075,-1.2474455059792486,-0.6291189706651762,0.5661357234257703,0.0,0.053773522789662145,1.413711599754182,-0.13516515725297343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NTRA,1.0,0.19829538237280744,-1.6179668632760802,0.012226928102171871,-0.07078847192262439,-0.9924244981867556,-1.055887813105733,-0.15863707311398823,-0.29975167392678537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NTRS,1.0,0.05827425064163728,0.06828386068523179,0.7552117339895166,0.1461646222488801,0.4125510909662572,-0.3238995197660935,-0.6537659207413014,0.3255211045681131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NVDA,1.0,-0.15745516038220567,-0.6768996935624111,0.5725768952011464,-3.0,-0.977459920312074,2.7133072158845244,2.2077545369142806,0.004204089640355721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NVR,1.0,-0.4802392194709053,-0.012968496399628415,0.6895662314051832,0.6331694622831685,-0.3511734589415773,1.6323351504081225,1.065058920027261,0.6452070571169631,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVST,1.0,-0.04736532951361639,0.2949409532361932,0.322157660304487,1.5706291076337928,1.641462066092204,-0.3346282942178741,-0.47216361763222836,-0.1282025800463555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NXPI,1.0,-0.2883825863512737,0.4187068127239979,-0.7256638530298083,-0.20997035769468764,-0.3861171288461844,0.2154459234508582,0.06834932352934488,0.15104874972840981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OLN,1.0,-0.4439532482648982,0.688147805556232,-0.09316328519384619,2.1171567703934446,2.2627203844893353,-0.5174645794621311,-0.3292769449549811,-0.8221367907811116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ON,1.0,0.24242500068724346,1.0826842007410276,-1.2379225963408536,0.25925725938367067,-0.1584733700203497,-0.3298408246239996,0.32986595065375257,-0.20221588155880585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ONTO,1.0,0.8880517239992158,-0.06811652704432686,-1.3532880999826171,0.8063199722407897,-0.5680852508645763,-0.09699107774032154,-0.08222391526736363,-0.132165847960883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ORCL,1.0,-0.6237094205737996,-1.1210949871344749,-1.153985973714757,-1.6150575532064328,-0.7564332058601008,0.1384163192051311,0.24755622552163814,0.19763382444495603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ORLY,1.0,-0.39520545906200166,0.2943054824169998,0.5765287062043869,-0.3739877234094057,0.0,0.8094545414967903,0.6095922198868023,0.14766967539300585,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OUT,1.0,0.36146462477671676,0.9541852510798742,0.020399049753989734,1.4515894029529575,-0.6180631057633527,-0.1724990010434912,-0.38225682833663543,0.0698359636185005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P,1.0,-0.28739400111588254,-1.6368864142085742,-0.2372694464905868,0.2115425184460639,-0.9630745968838492,-0.07498542398220973,0.8706951542929521,-0.18091592946881324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PANW,1.0,0.3205211550002248,-1.1518870083287118,-0.9323922454126163,-1.391933391207416,-0.7964380972625514,-0.2006409017807689,-0.16553076970004604,-0.20844183833847874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PAYC,1.0,-0.5044842252723722,-3.0,-0.8771823038231894,0.9425038543665988,-0.9379559463969611,0.32033497562190416,0.32984496525552975,0.22339208174450106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PAYX,1.0,-0.3846985929047454,-0.586048182508485,0.47208695935074696,-0.053896088784117106,-0.8216292433989674,0.5005310678793607,0.6020422015104525,0.18730144026062556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PEP,1.0,-0.30228701889612725,0.18662863956179715,0.8258309047518563,-1.0546214107562373,-0.6916108843007344,0.20636097980264903,0.10515935560962361,0.23401270822746667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFE,1.0,-0.21694824701866772,-1.0268419122912729,0.7907013033881751,-0.9392571088845498,0.9279813243385424,-0.08314375780099617,-0.383973279545398,0.2889418243837734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PFGC,1.0,-0.1785808080603587,1.4577387390611067,0.5062947142616749,0.684802154041711,0.09184330922555627,-0.2459354402216195,-0.21802308163568226,0.009071760801903228,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PG,1.0,-0.3257781260473759,0.19789576513708976,0.8441566985496207,-1.4473435298018045,-0.5112321534439561,0.6502722442627025,0.5674643836602722,0.2851506257536675,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGR,1.0,-0.35489699459821544,-0.05094155208774707,0.5313493235550335,-0.7682512947251635,-0.07733849575981641,0.34833013373966415,0.42827800789600945,0.7528227484328843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PH,1.0,-0.04105313072622322,0.19202923612095085,0.6289822575355788,-0.7497823704262481,-0.6544281273367214,0.0,0.4368341017664777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PHM,1.0,-0.3107661576970543,0.2487443006287783,0.4308740865177563,0.3961922068012779,1.024470006916107,0.6058759500170445,0.053057350340330656,0.8035027297262756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLD,1.0,-0.028891554034565708,0.5352155206486898,0.9208280372423688,-0.7880394624126108,0.4733431304567562,-0.12240713294368807,-0.4545979820088846,0.037321457260898756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PLTR,1.0,-0.45744199324994395,-3.0,-1.046478159969318,-1.6440366933367871,-1.061287182043017,0.7527466414307479,0.845870014126859,-0.20858085654086597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PM,1.0,-0.13385249655847575,0.4069943458190956,0.6785311060734236,-1.3470426268012532,0.0,0.9779009379660246,0.8104737065475248,0.18743574006731006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNC,1.0,-0.08416850279175868,0.613596686170025,0.7563910817360581,-0.5723142303047616,1.4985517723567638,0.0,-0.8881859124861202,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PRMB,1.0,-0.34810704689964533,0.14131660264007734,-0.3656117368484155,1.1263235692927787,0.27682133942054793,-0.35747727963108233,0.0,-0.1676839693729802,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSX,1.0,0.2239486380179523,-1.33039698938784,0.29390281412220126,-0.5922899128435045,0.11796334560835878,0.04312796634998865,-0.35967009593955807,0.25347954520712557,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGX,1.0,0.7860005494540547,-0.5075869099136014,0.3178270699034584,1.0255903648171458,-0.7996731013264109,-1.6267419795487268,-0.31551995199080624,-0.40231331791060376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PWR,1.0,0.34125160831965023,1.0658640775899404,-0.0390182798978916,-0.5401707458455742,-0.7302183742957743,-0.1021681918624831,-0.18031772386183811,-0.12274955083703781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PYPL,1.0,-0.42745991444371717,0.9662340652368239,-0.055293490220807026,-0.07149738063724258,0.5559190356806663,0.1358505466871469,-0.17206427968529667,1.0163619590920518,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q,1.0,0.0,1.0535278597242166,-0.632844880756358,0.35891275665903793,0.0009498318102513977,0.0,-0.08151658491477716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
QCOM,1.0,-0.3334337886895444,-1.1826151703475247,-1.149621487586347,-1.0076144105180462,0.0,0.3988138219881071,1.452841818159067,0.09846650408873225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
QRVO,1.0,-0.2839483304819779,-0.319898111160152,0.3775786061813107,1.1107683883995252,0.41541130371307705,0.07946944969153341,0.4118748228521652,0.2010805618645119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RCL,1.0,-0.37118965070727894,1.6653864383159562,0.25428581724174937,-0.37436776543156597,-0.5847118194769726,0.39059815164258854,0.47116258278696843,0.417874853956598,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIOT,1.0,0.09613378400306676,0.7719646585774559,-2.0737534115260727,1.229357449513531,0.06813020223675181,-2.09443514635624,-2.6915183635961153,-1.2947684790464769,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RMBS,1.0,-0.09247112005883366,0.6749806687394309,-1.3372088796195356,1.039243621121348,-0.5601770439670481,0.8456288904232652,1.3597652432650276,0.02687754095388939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RMD,1.0,-0.466221708565628,-1.0574969301882249,0.5155035436063257,0.13228674886113934,-0.39610664735348744,1.0084859461536433,1.0298982412410143,0.2448401586263934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
